Brain_id	well_id	batch_id	slab_num	slab_type	sample_ontology_id	sample_name	tissue_class	coarse_tissue_class	MNI_x	MNI_y	MNI_z	network_name
br4_H0351.1012	126435886	275-404	10	CX	4169	"transverse gyri, Left"	transverse gyri	transverse gyri	-68.000	-26.000	9.000	Z_restOfBrain
br4_H0351.1012	126435742	275-404	15	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-3.000	-80.000	22.000	Z_restOfBrain
br4_H0351.1012	126435726	275-404	12	CX	4238	"Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	-17.000	-47.000	1.000	Z_restOfBrain
br4_H0351.1012	126435710	275-404	12	CX	4160	"fusiform gyrus, Left, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	-30.000	-47.000	-8.000	Z_restOfBrain
br4_H0351.1012	126435884	275-404	12	CX	4159	"fusiform gyrus, Left, lateral bank of gyrus"	"fusiform gyrus, lateral bank of gyrus"	fusiform gyrus	-30.000	-47.000	-13.000	Z_restOfBrain
br4_H0351.1012	126435852	275-404	11	CX	4244	"parahippocampal gyrus, Left, lateral bank of gyrus"	"parahippocampal gyrus, lateral bank of gyrus"	parahippocampal gyrus	-14.000	-38.000	-3.000	Z_restOfBrain
br4_H0351.1012	126435820	275-404	9	CX	4270	"Long Insular Gyri, Left"	Long Insular Gyri	Long Insular Gyri	-42.000	-19.000	-4.000	Z_restOfBrain
br4_H0351.1012	126435804	275-404	9	CX	4178	"planum polare, Left"	planum polare	planum polare	-49.000	-19.000	-3.000	Z_restOfBrain
br4_H0351.1012	126435788	275-404	9	CX	4169	"transverse gyri, Left"	transverse gyri	transverse gyri	-61.000	-19.000	-1.000	Z_restOfBrain
br4_H0351.1012	126435756	275-404	8	CX	4244	"parahippocampal gyrus, Left, lateral bank of gyrus"	"parahippocampal gyrus, lateral bank of gyrus"	parahippocampal gyrus	-14.000	-7.000	-29.000	Z_restOfBrain
br4_H0351.1012	126439253	275-404	8	CX	4015	"precentral gyrus, Left, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	-49.000	-6.000	30.000	Z_restOfBrain
br4_H0351.1012	126435708	275-404	8	CX	4149	"inferior temporal gyrus, Left, bank of the its"	"inferior temporal gyrus, bank of the its"	inferior temporal gyrus	-38.000	-7.000	-40.000	Z_restOfBrain
br5_H0351.1015	139409877	275-502	9	CX	4169	"transverse gyri, Left"	transverse gyri	transverse gyri	-57.000	-28.000	14.000	Auditory
br5_H0351.1015	141667117	275-501	12	CX	4230	"Cingulate gyrus, parietal part, Left, superior bank of gyrus"	"Cingulate gyrus, parietal part, superior bank of gyrus"	"Cingulate gyrus, parietal part"	-5.000	-62.000	19.000	dDMN
br5_H0351.1015	141667129	275-501	11	CX	4231	"Cingulate gyrus, parietal part, Left, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	-10.000	-52.000	34.000	dDMN
br5_H0351.1015	127686957	275-501	4	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-6.000	35.000	22.000	dDMN
br5_H0351.1015	127687097	275-501	3	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-5.000	48.000	32.000	dDMN
br5_H0351.1015	141667077	275-501	3	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-8.000	49.000	36.000	dDMN
br5_H0351.1015	127686937	275-501	2	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-4.000	60.000	21.000	dDMN
br5_H0351.1015	127687003	275-504	3	CX	4898	"superior rostral gyrus, Left"	superior rostral gyrus	superior rostral gyrus	-6.000	47.000	-11.000	dDMN
br5_H0351.1015	149052678	275-503	3	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-4.000	48.000	32.000	dDMN
br5_H0351.1015	139409741	275-503	3	CX	4898	"superior rostral gyrus, Left"	superior rostral gyrus	superior rostral gyrus	-5.000	47.000	-11.000	dDMN
br5_H0351.1015	127686987	275-503	3	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-6.000	48.000	-5.000	dDMN
br5_H0351.1015	127686985	275-503	2	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-8.000	60.000	-4.000	dDMN
br5_H0351.1015	127687115	275-502	4	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-20.000	37.000	41.000	dDMN
br5_H0351.1015	127687081	275-502	3	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-7.000	49.000	36.000	dDMN
br5_H0351.1015	141667231	275-502	13	CX	4201	"occipito-temporal gyrus, Left, inferior bank of gyrus"	"occipito-temporal gyrus, inferior bank of gyrus"	occipito-temporal gyrus	-45.000	-78.000	-11.000	high_Visual
br5_H0351.1015	141667209	275-501	11	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-58.000	-55.000	23.000	Language
br5_H0351.1015	141667193	275-501	11	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-54.000	-55.000	36.000	Language
br5_H0351.1015	127687071	275-501	5	CX	4039	"Inferior frontal gyrus, triangular part, Left"	"Inferior frontal gyrus, triangular part"	"Inferior frontal gyrus, triangular part"	-54.000	18.000	13.000	Language
br5_H0351.1015	141667225	275-502	11	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-58.000	-55.000	17.000	Language
br5_H0351.1015	127687065	275-501	2	CX	4060	"lateral orbital gyrus, Left"	lateral orbital gyrus	lateral orbital gyrus	-37.000	59.000	-8.000	LECN
br5_H0351.1015	141667103	275-501	13	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-31.000	-76.000	49.000	LECN
br5_H0351.1015	141667227	275-501	12	CX	4114	"angular gyrus, Left, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	-35.000	-65.000	41.000	LECN
br5_H0351.1015	141667253	275-501	10	CX	4151	"inferior temporal gyrus, Left, bank of mts"	"inferior temporal gyrus, bank of mts"	inferior temporal gyrus	-66.000	-43.000	-8.000	LECN
br5_H0351.1015	127687055	275-501	5	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-49.000	20.000	30.000	LECN
br5_H0351.1015	127687039	275-501	5	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-23.000	21.000	50.000	LECN
br5_H0351.1015	141667211	275-504	12	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-43.000	-66.000	49.000	LECN
br5_H0351.1015	127687019	275-504	3	CX	4039	"Inferior frontal gyrus, triangular part, Left"	"Inferior frontal gyrus, triangular part"	"Inferior frontal gyrus, triangular part"	-45.000	48.000	-4.000	LECN
br5_H0351.1015	139409783	275-502	9	CX	4151	"inferior temporal gyrus, Left, bank of mts"	"inferior temporal gyrus, bank of mts"	inferior temporal gyrus	-62.000	-31.000	-17.000	LECN
br5_H0351.1015	127686963	275-502	6	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-30.000	13.000	52.000	LECN
br5_H0351.1015	127687023	275-502	5	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-26.000	21.000	58.000	LECN
br5_H0351.1015	127687035	275-502	3	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-43.000	48.000	-9.000	LECN
br5_H0351.1015	139409861	275-501	9	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-68.000	-28.000	30.000	post_Salience
br5_H0351.1015	139409845	275-502	9	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-58.000	-28.000	45.000	post_Salience
br5_H0351.1015	127687005	275-501	4	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-38.000	37.000	35.000	post_Salience
br5_H0351.1015	139409769	275-502	10	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-61.000	-40.000	36.000	post_Salience
br5_H0351.1015	139409753	275-502	10	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-63.000	-40.000	46.000	post_Salience
br5_H0351.1015	141667229	275-501	13	CX	4120	"precuneus, Left,  superior lateral bank of gyrus"	"precuneus,  superior lateral bank of gyrus"	precuneus	-2.000	-75.000	50.000	Precuneus
br5_H0351.1015	141667245	275-504	13	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-3.000	-75.000	41.000	Precuneus
br5_H0351.1015	139409831	275-504	9	CX	4231	"Cingulate gyrus, parietal part, Left, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	-2.000	-27.000	24.000	Precuneus
br5_H0351.1015	141667137	275-501	14	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-7.000	-86.000	10.000	prim_Visual
br5_H0351.1015	141667151	275-504	13	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-7.000	-75.000	9.000	prim_Visual
br5_H0351.1015	149052694	275-503	14	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-6.000	-86.000	10.000	prim_Visual
br5_H0351.1015	139409839	275-501	7	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-1.000	2.000	70.000	Salience
br5_H0351.1015	139409823	275-501	6	CX	4273	"Short Insular Gyri, Left"	Short Insular Gyri	Short Insular Gyri	-34.000	10.000	5.000	Salience
br5_H0351.1015	139409775	275-501	6	CX	4178	"planum polare, Left"	planum polare	planum polare	-54.000	10.000	-5.000	Salience
br5_H0351.1015	127686991	275-501	5	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-8.000	20.000	29.000	Salience
br5_H0351.1015	127686955	275-501	3	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-36.000	50.000	25.000	Salience
br5_H0351.1015	127686941	275-504	4	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-4.000	36.000	29.000	Salience
br5_H0351.1015	139409791	275-502	6	CX	4273	"Short Insular Gyri, Left"	Short Insular Gyri	Short Insular Gyri	-34.000	10.000	3.000	Salience
br5_H0351.1015	139409869	275-502	5	CX	4273	"Short Insular Gyri, Left"	Short Insular Gyri	Short Insular Gyri	-36.000	18.000	2.000	Salience
br5_H0351.1015	139409749	275-501	8	CX	4013	"precentral gyrus, Left, superior lateral aspect of gyrus"	"precentral gyrus, superior lateral aspect of gyrus"	precentral gyrus	-29.000	-13.000	68.000	Sensorimotor
br5_H0351.1015	139409781	275-502	8	CX	4074	"paracentral lobule, anterior part, Left, inferior bank of gyrus"	"paracentral lobule, anterior part, inferior bank of gyrus"	"paracentral lobule, anterior part"	0.000	-13.000	55.000	Sensorimotor
br5_H0351.1015	141667179	275-501	12	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-6.000	-64.000	60.000	vDMN
br5_H0351.1015	141667255	275-501	11	CX	4230	"Cingulate gyrus, parietal part, Left, superior bank of gyrus"	"Cingulate gyrus, parietal part, superior bank of gyrus"	"Cingulate gyrus, parietal part"	-9.000	-52.000	46.000	vDMN
br5_H0351.1015	141667135	275-503	13	CX	4214	"superior occipital gyrus, Left, superior bank of gyrus"	"superior occipital gyrus, superior bank of gyrus"	superior occipital gyrus	-37.000	-77.000	28.000	vDMN
br5_H0351.1015	141667239	275-502	11	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-8.000	-52.000	52.000	vDMN
br5_H0351.1015	139409855	275-501	7	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-19.000	1.000	54.000	Visuospatial
br5_H0351.1015	141667113	275-504	11	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-32.000	-51.000	48.000	Visuospatial
br5_H0351.1015	141667097	275-502	11	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-31.000	-51.000	62.000	Visuospatial
br5_H0351.1015	139409871	275-502	7	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-23.000	1.000	56.000	Visuospatial
br5_H0351.1015	127686979	275-502	6	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-52.000	13.000	44.000	Visuospatial
br5_H0351.1015	141667089	275-501	13	CX	4215	"superior occipital gyrus, Left, inferior bank of gyrus"	"superior occipital gyrus, inferior bank of gyrus"	superior occipital gyrus	-50.000	-80.000	21.000	Z_restOfBrain
br5_H0351.1015	141667177	275-501	11	CX	4237	"Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus"	"Cingulate gyrus, retrosplenial part, superior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	-18.000	-53.000	-2.000	Z_restOfBrain
br5_H0351.1015	141667207	275-502	9	CX	4090	"postcentral gyrus, Left, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	-47.000	-27.000	50.000	Z_restOfBrain
br5_H0351.1015	139409841	275-501	7	CX	4149	"inferior temporal gyrus, Left, bank of the its"	"inferior temporal gyrus, bank of the its"	inferior temporal gyrus	-34.000	-2.000	-38.000	Z_restOfBrain
br5_H0351.1015	139409825	275-501	7	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-63.000	-3.000	-17.000	Z_restOfBrain
br5_H0351.1015	127687007	275-502	5	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-4.000	20.000	20.000	Z_restOfBrain
br5_H0351.1015	127687057	275-504	5	CX	4178	"planum polare, Left"	planum polare	planum polare	-52.000	17.000	-13.000	Z_restOfBrain
br5_H0351.1015	127687001	275-508	2	CX	4898	"superior rostral gyrus, Left"	superior rostral gyrus	superior rostral gyrus	-4.000	60.000	-14.000	Z_restOfBrain
br5_H0351.1015	141667185	275-501	14	CX	4194	"lingual gyrus, Left, striate"	"lingual gyrus, striate"	lingual gyrus	-9.000	-86.000	-20.000	Z_restOfBrain
br5_H0351.1015	141667169	275-501	14	CX	4193	"lingual gyrus, Left, peristriate"	"lingual gyrus, peristriate"	lingual gyrus	-22.000	-85.000	-16.000	Z_restOfBrain
br5_H0351.1015	141667153	275-501	14	CX	4187	"cuneus, Left, striate"	"cuneus, striate"	cuneus	-7.000	-85.000	-1.000	Z_restOfBrain
br5_H0351.1015	141667199	275-501	13	CX	4194	"lingual gyrus, Left, striate"	"lingual gyrus, striate"	lingual gyrus	-10.000	-75.000	2.000	Z_restOfBrain
br5_H0351.1015	141667183	275-501	13	CX	4193	"lingual gyrus, Left, peristriate"	"lingual gyrus, peristriate"	lingual gyrus	-19.000	-75.000	0.000	Z_restOfBrain
br5_H0351.1015	141667263	275-501	13	CX	4208	"inferior occipital gyrus, Left, inferior bank of gyrus"	"inferior occipital gyrus, inferior bank of gyrus"	inferior occipital gyrus	-53.000	-79.000	-7.000	Z_restOfBrain
br5_H0351.1015	141667195	275-501	12	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-24.000	-65.000	32.000	Z_restOfBrain
br5_H0351.1015	141667133	275-501	12	CX	4231	"Cingulate gyrus, parietal part, Left, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	-19.000	-62.000	9.000	Z_restOfBrain
br5_H0351.1015	141667213	275-501	12	CX	4201	"occipito-temporal gyrus, Left, inferior bank of gyrus"	"occipito-temporal gyrus, inferior bank of gyrus"	occipito-temporal gyrus	-50.000	-66.000	-14.000	Z_restOfBrain
br5_H0351.1015	141667197	275-501	12	CX	4200	"occipito-temporal gyrus, Left, superior bank of gyrus"	"occipito-temporal gyrus, superior bank of gyrus"	occipito-temporal gyrus	-41.000	-64.000	-8.000	Z_restOfBrain
br5_H0351.1015	141667145	275-501	11	CX	4237	"Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus"	"Cingulate gyrus, retrosplenial part, superior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	-16.000	-53.000	-2.000	Z_restOfBrain
br5_H0351.1015	141667131	275-501	11	CX	4193	"lingual gyrus, Left, peristriate"	"lingual gyrus, peristriate"	lingual gyrus	-26.000	-54.000	-8.000	Z_restOfBrain
br5_H0351.1015	141667083	275-501	11	CX	4193	"lingual gyrus, Left, peristriate"	"lingual gyrus, peristriate"	lingual gyrus	-24.000	-54.000	-9.000	Z_restOfBrain
br5_H0351.1015	139409907	275-501	8	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-59.000	-15.000	-20.000	Z_restOfBrain
br5_H0351.1015	139409811	275-501	8	CX	4136	"superior temporal gyrus, Left, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	-66.000	-16.000	12.000	Z_restOfBrain
br5_H0351.1015	139409795	275-501	8	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-58.000	-14.000	48.000	Z_restOfBrain
br5_H0351.1015	139409779	275-501	8	CX	4088	"postcentral gyrus, Left, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	-44.000	-14.000	64.000	Z_restOfBrain
br5_H0351.1015	139409767	275-501	9	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-64.000	-31.000	-13.000	Z_restOfBrain
br5_H0351.1015	139409799	275-501	9	CX	4072	"paracentral lobule, anterior part, Left"	"paracentral lobule, anterior part"	"paracentral lobule, anterior part"	-9.000	-27.000	40.000	Z_restOfBrain
br5_H0351.1015	139409847	275-501	10	CX	4098	"supraparietal lobule, Left, superior bank of gyrus"	"supraparietal lobule, superior bank of gyrus"	supraparietal lobule	-14.000	-37.000	71.000	Z_restOfBrain
br5_H0351.1015	139409911	275-501	10	CX	4230	"Cingulate gyrus, parietal part, Left, superior bank of gyrus"	"Cingulate gyrus, parietal part, superior bank of gyrus"	"Cingulate gyrus, parietal part"	-4.000	-36.000	45.000	Z_restOfBrain
br5_H0351.1015	141667125	275-501	10	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-70.000	-44.000	5.000	Z_restOfBrain
br5_H0351.1015	139409801	275-501	10	CX	4136	"superior temporal gyrus, Left, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	-64.000	-43.000	20.000	Z_restOfBrain
br5_H0351.1015	141667189	275-501	10	CX	4160	"fusiform gyrus, Left, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	-39.000	-41.000	-18.000	Z_restOfBrain
br5_H0351.1015	141667157	275-501	10	CX	4158	"fusiform gyrus, Left, bank of the its"	"fusiform gyrus, bank of the its"	fusiform gyrus	-48.000	-42.000	-20.000	Z_restOfBrain
br5_H0351.1015	141667237	275-501	10	CX	4150	"inferior temporal gyrus, Left, lateral bank of gyrus"	"inferior temporal gyrus, lateral bank of gyrus"	inferior temporal gyrus	-65.000	-43.000	-22.000	Z_restOfBrain
br5_H0351.1015	141667221	275-501	10	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-66.000	-44.000	-2.000	Z_restOfBrain
br5_H0351.1015	139409921	275-501	7	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-2.000	1.000	44.000	Z_restOfBrain
br5_H0351.1015	139409887	275-501	7	CX	4012	"precentral gyrus, Left, bank of the precentral sulcus"	"precentral gyrus, bank of the precentral sulcus"	precentral gyrus	-42.000	0.000	54.000	Z_restOfBrain
br5_H0351.1015	139409793	275-501	7	CX	4270	"Long Insular Gyri, Left"	Long Insular Gyri	Long Insular Gyri	-42.000	-1.000	0.000	Z_restOfBrain
br5_H0351.1015	139409809	275-501	7	CX	4136	"superior temporal gyrus, Left, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	-57.000	-3.000	-14.000	Z_restOfBrain
br5_H0351.1015	127687105	275-501	6	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-4.000	11.000	23.000	Z_restOfBrain
br5_H0351.1015	127687089	275-501	6	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-3.000	11.000	28.000	Z_restOfBrain
br5_H0351.1015	127686947	275-501	6	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-19.000	13.000	68.000	Z_restOfBrain
br5_H0351.1015	127686995	275-501	6	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-58.000	11.000	9.000	Z_restOfBrain
br5_H0351.1015	127687027	275-501	6	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-54.000	9.000	-31.000	Z_restOfBrain
br5_H0351.1015	141667093	275-501	5	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-3.000	21.000	63.000	Z_restOfBrain
br5_H0351.1015	127687119	275-501	5	CX	4057	"posterior orbital gyrus, Left"	posterior orbital gyrus	posterior orbital gyrus	-21.000	18.000	-26.000	Z_restOfBrain
br5_H0351.1015	127687103	275-501	5	CX	4051	"medial orbital gyrus, Left"	medial orbital gyrus	medial orbital gyrus	-17.000	18.000	-28.000	Z_restOfBrain
br5_H0351.1015	127687041	275-501	5	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-51.000	17.000	-27.000	Z_restOfBrain
br5_H0351.1015	127687025	275-501	5	CX	4136	"superior temporal gyrus, Left, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	-47.000	17.000	-26.000	Z_restOfBrain
br5_H0351.1015	127687085	275-501	4	CX	4060	"lateral orbital gyrus, Left"	lateral orbital gyrus	lateral orbital gyrus	-40.000	39.000	-14.000	Z_restOfBrain
br5_H0351.1015	127687037	275-501	4	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-51.000	39.000	-14.000	Z_restOfBrain
br5_H0351.1015	127687021	275-501	4	CX	4039	"Inferior frontal gyrus, triangular part, Left"	"Inferior frontal gyrus, triangular part"	"Inferior frontal gyrus, triangular part"	-56.000	38.000	1.000	Z_restOfBrain
br5_H0351.1015	127687113	275-501	3	CX	4022	"superior frontal gyrus, Left"	superior frontal gyrus	superior frontal gyrus	-23.000	49.000	38.000	Z_restOfBrain
br5_H0351.1015	127687067	275-501	3	CX	4054	"anterior orbital gyrus, Left"	anterior orbital gyrus	anterior orbital gyrus	-27.000	48.000	-16.000	Z_restOfBrain
br5_H0351.1015	127687051	275-501	3	CX	4051	"medial orbital gyrus, Left"	medial orbital gyrus	medial orbital gyrus	-24.000	48.000	-17.000	Z_restOfBrain
br5_H0351.1015	127687049	275-501	2	CX	4054	"anterior orbital gyrus, Left"	anterior orbital gyrus	anterior orbital gyrus	-24.000	59.000	-15.000	Z_restOfBrain
br5_H0351.1015	127687117	275-501	4	CX	4051	"medial orbital gyrus, Left"	medial orbital gyrus	medial orbital gyrus	-10.000	37.000	-29.000	Z_restOfBrain
br5_H0351.1015	127687101	275-501	4	CX	4048	"gyrus rectus, Left"	gyrus rectus	gyrus rectus	-10.000	36.000	-24.000	Z_restOfBrain
br5_H0351.1015	149052680	275-504	9	CX	4244	"parahippocampal gyrus, Left, lateral bank of gyrus"	"parahippocampal gyrus, lateral bank of gyrus"	parahippocampal gyrus	-26.000	-28.000	-24.000	Z_restOfBrain
br5_H0351.1015	147712586	275-504	9	CX	4270	"Long Insular Gyri, Left"	Long Insular Gyri	Long Insular Gyri	-43.000	-28.000	16.000	Z_restOfBrain
br5_H0351.1015	147712554	275-504	9	CX	4244	"parahippocampal gyrus, Left, lateral bank of gyrus"	"parahippocampal gyrus, lateral bank of gyrus"	parahippocampal gyrus	-28.000	-28.000	-27.000	Z_restOfBrain
br5_H0351.1015	149052854	275-504	9	CX	4160	"fusiform gyrus, Left, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	-45.000	-28.000	-20.000	Z_restOfBrain
br5_H0351.1015	149052758	275-504	15	CX	4187	"cuneus, Left, striate"	"cuneus, striate"	cuneus	-3.000	-94.000	9.000	Z_restOfBrain
br5_H0351.1015	141667121	275-504	14	CX	4215	"superior occipital gyrus, Left, inferior bank of gyrus"	"superior occipital gyrus, inferior bank of gyrus"	superior occipital gyrus	-23.000	-86.000	19.000	Z_restOfBrain
